REF_IND,GENRE_IND,TYP_DOC_ID_IND,NUM_DOC_ID_IND,LIEU_DOC_ID_IND,DATE_DOC_ID_IND,COD_TVA_IND,NOM_IND,PRE_IND,DAT_NAISS_CREAT,GRP_IND,LIM_CRED_GLO_IND,LIM_FIN_GLO_IND,INFO_IND,DAT_INFO_IND,ID_NLDP,COD_SCLAS,ABRV_IND,LOGO_IND,PHOTO_IND,MF_IND,RC_IND,EXO_TVA,DAT_DEB_EXO,DAT_FIN_EXO,TEL_IND,FAX_IND,EMAIL_IND,REF_ADH_IND,FROM_JUR_IND,EXO_IND,ADR_IND,CP_IND,REF_ACH_IND,ID_GROUPE
696,PM   ,Registre De Commerce,B0348372007,NUMÉRO INTROUVABLE,2018-07-20,1011576F            ,XF676,SH676,2018-07-20,False,,,0,,1.0,0000000,,,,,B0348372007,False,2018-07-19,2018-07-19,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783058,
697,PP   ,Carte d’identité nationale,04152578,NUMÉRO INTROUVABLE,2018-07-20,FAX Introuvable     ,XF677,SH677,2018-07-20,False,,,0,,2.0,0000000,,,,,,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783059,
698,PM   ,Registre De Commerce, B24169542010,NUMÉRO INTROUVABLE,2018-07-23,1170135S            ,XF678,SH678,2018-07-23,False,,,0,,1.0,0000000,,,,, B24169542010,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783060,
699,PM   ,Registre De Commerce, A152292003,NUMÉRO INTROUVABLE,2018-07-24,0823612A            ,XF679,SH679,2018-07-24,False,,,0,,1.0,0000000,,,,, A152292003,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783072,
700,PM   ,Registre De Commerce, A0966512007,NUMÉRO INTROUVABLE,2018-07-24,0877811A            ,XF680,SH680,2018-07-24,False,,,0,,1.0,0000000,,,,, A0966512007,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783073,
701,PM   ,Registre De Commerce,A11259332016,NUMÉRO INTROUVABLE,2018-07-24,0909704A            ,XF681,SH681,2018-07-24,False,,,0,,1.0,0000000,,,,,A11259332016,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783074,
702,PM   ,Registre De Commerce,B140732003,NUMÉRO INTROUVABLE,2018-07-24,0847283G            ,XF682,SH682,2018-07-24,False,,,0,,1.0,0000000,,,,,B140732003,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783075,
703,PM   ,Registre De Commerce,A17922002,NUMÉRO INTROUVABLE,2018-07-24,0775097H            ,XF683,SH683,2018-07-24,False,,,0,,1.0,0000000,,,,,A17922002,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783077,
704,PM   ,Registre De Commerce, B07107302012,NUMÉRO INTROUVABLE,2018-07-24,1248448H            ,XF684,SH684,2018-07-24,False,,,0,,1.0,0000000,,,,, B07107302012,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783078,
705,PM   ,Registre De Commerce, B1042342016,NUMÉRO INTROUVABLE,2018-07-24,1443599P            ,XF685,SH685,2018-07-24,False,,,0,,1.0,0000000,,,,, B1042342016,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783079,
706,PM   ,Registre De Commerce, A22103292015,NUMÉRO INTROUVABLE,2018-07-24,0649619G            ,XF686,SH686,2018-07-24,False,,,0,,1.0,0000000,,,,, A22103292015,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783080,
707,PM   ,Registre De Commerce,A26154812011,NUMÉRO INTROUVABLE,2018-07-24,0368634S            ,XF687,SH687,2018-07-24,False,,,0,,1.0,0000000,,,,,A26154812011,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783081,
708,PM   ,Registre De Commerce, A14171892009,NUMÉRO INTROUVABLE,2018-07-24,1063652L            ,XF688,SH688,2018-07-24,False,,,0,,1.0,0000000,,,,, A14171892009,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783082,
709,PM   ,Registre De Commerce, A0161962015,NUMÉRO INTROUVABLE,2018-07-24,1164868M            ,XF689,SH689,2018-07-24,False,,,0,,1.0,0000000,,,,, A0161962015,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783083,
710,PM   ,Registre De Commerce, B1349612015,NUMÉRO INTROUVABLE,2018-07-24,1387176B            ,XF690,SH690,2018-07-24,False,,,0,,1.0,0000000,,,,, B1349612015,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783084,
711,PM   ,Registre De Commerce, A1102182000,NUMÉRO INTROUVABLE,2018-07-24,0464720D            ,XF691,SH691,2018-07-24,False,,,0,,1.0,0000000,,,,, A1102182000,False,2018-07-23,2018-07-23,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783071,
712,PM   ,Registre De Commerce,B2059682017,NUMÉRO INTROUVABLE,2018-07-26,1503482L            ,XF692,SH692,2018-07-26,False,,,0,,1.0,0000000,,,,,B2059682017,False,2018-07-26,2018-07-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783061,
713,PM   ,Registre De Commerce,B088302014,NUMÉRO INTROUVABLE,2018-07-26,1328508Y            ,XF693,SH693,2018-07-26,False,,,0,,1.0,0000000,,,,,B088302014,False,2018-07-26,2018-07-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783062,
714,PM   ,Registre De Commerce,A20191752013,NUMÉRO INTROUVABLE,2018-07-27,0952190S            ,XF694,SH694,2018-07-27,False,,,0,,1.0,0000000,,,,,A20191752013,False,2018-07-27,2018-07-27,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783063,
715,PP   ,Carte d’identité nationale,06489860,NUMÉRO INTROUVABLE,2018-07-31,FAX Introuvable     ,XF695,SH695,1989-05-20,False,,,0,,2.0,0000000,,,,,,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783076,
716,PM   ,Registre De Commerce,B1520512008,NUMÉRO INTROUVABLE,2018-08-03,1044131H            ,XF696,SH696,2018-08-03,False,,,0,,1.0,0000000,,,,,B1520512008,False,2018-08-03,2018-08-03,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783065,
717,PM   ,Registre De Commerce,B177541997,NUMÉRO INTROUVABLE,2018-08-03,0023059V            ,XF697,SH697,2018-08-03,False,,,0,,1.0,0000000,,,,,B177541997,False,2018-08-03,2018-08-03,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783068,
718,PM   ,Registre De Commerce,B25127772012,NUMÉRO INTROUVABLE,2018-08-07,1255622W            ,XF698,SH698,2018-08-07,False,,,0,,1.0,0000000,,,,,B25127772012,False,2018-08-07,2018-08-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783066,
719,PM   ,Registre De Commerce, B206802012 ,NUMÉRO INTROUVABLE,2018-08-07,1229314M            ,XF699,SH699,2018-08-07,False,,,0,,1.0,0000000,,,,, B206802012 ,False,2018-08-07,2018-08-07,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783067,
720,PM   ,Registre De Commerce,B22215562017,NUMÉRO INTROUVABLE,2018-08-09,1528472R            ,XF700,SH700,2018-08-09,False,,,0,,1.0,0000000,,,,,B22215562017,False,2018-08-09,2018-08-09,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783069,
721,PM   ,Registre De Commerce, A2358922010,NUMÉRO INTROUVABLE,2018-08-09,1138641V            ,XF701,SH701,2018-08-09,False,,,0,,1.0,0000000,,,,, A2358922010,False,2018-08-09,2018-08-09,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783086,
722,PM   ,Registre De Commerce,B130031999,NUMÉRO INTROUVABLE,2018-08-08,0604796F            ,XF702,SH702,2018-08-10,False,,,0,,1.0,0000000,,,,,B130031999,False,2018-08-08,2018-08-08,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783064,
723,PM   ,Registre De Commerce,B138811996 ,NUMÉRO INTROUVABLE,2018-08-15,0024588W            ,XF703,SH703,2018-08-15,False,,,0,,1.0,0000000,,,,,B138811996 ,False,2018-08-15,2018-08-15,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783088,
724,PM   ,Registre De Commerce,B12902001,NUMÉRO INTROUVABLE,2018-08-10,0708401V            ,XF704,SH704,2018-08-16,False,,,0,,1.0,0000000,,,,,B12902001,False,2018-08-10,2018-08-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783085,
725,PM   ,Registre De Commerce,B163921998,NUMÉRO INTROUVABLE,2018-08-16,0047854T            ,XF705,SH705,2018-08-16,False,,,0,,1.0,0000000,,,,,B163921998,False,2018-08-16,2018-08-16,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782869,
726,PM   ,Registre De Commerce,B135431996,NUMÉRO INTROUVABLE,2018-08-16,0047907P            ,XF706,SH706,2018-08-16,False,,,0,,1.0,0000000,,,,,B135431996,False,2018-08-16,2018-08-16,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783089,
727,PM   ,Registre De Commerce,A51123102018 ,NUMÉRO INTROUVABLE,2018-08-16,1563970F            ,XF707,SH707,2018-08-16,False,,,0,,1.0,0000000,,,,,A51123102018 ,False,2018-08-16,2018-08-16,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783090,
728,PM   ,Registre De Commerce,A2321062008 ,NUMÉRO INTROUVABLE,2018-08-16,1034759K            ,XF708,SH708,2018-08-16,False,,,0,,1.0,0000000,,,,,A2321062008 ,False,2018-08-16,2018-08-16,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783091,
729,PM   ,Registre De Commerce,A5110812015,NUMÉRO INTROUVABLE,2018-08-16,1381877Z            ,XF709,SH709,2018-08-16,False,,,0,,1.0,0000000,,,,,A5110812015,False,2018-08-16,2018-08-16,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783092,
730,PM   ,Registre De Commerce,A1381881997 ,NUMÉRO INTROUVABLE,2018-08-17,0558150J            ,XF710,SH710,2018-08-17,False,,,0,,1.0,0000000,,,,,A1381881997 ,False,2018-08-17,2018-08-17,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783093,
731,PM   ,Registre De Commerce,B20229832014 ,NUMÉRO INTROUVABLE,2018-08-17,1375728Y            ,XF711,SH711,2018-08-17,False,,,0,,1.0,0000000,,,,,B20229832014 ,False,2018-08-17,2018-08-17,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783094,
732,PM   ,Registre De Commerce,B24156032011 ,NUMÉRO INTROUVABLE,2018-08-17,1214232J            ,XF712,SH712,2018-08-17,False,,,0,,1.0,0000000,,,,,B24156032011 ,False,2018-08-17,2018-08-17,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783095,
733,PM   ,Registre De Commerce,B0139642010 ,NUMÉRO INTROUVABLE,2018-08-17,1136526J            ,XF713,SH713,2018-08-17,False,,,0,,1.0,0000000,,,,,B0139642010 ,False,2018-08-17,2018-08-17,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783096,
734,PM   ,Registre De Commerce,A203282016 ,NUMÉRO INTROUVABLE,2018-08-17,0604590S            ,XF714,SH714,2018-08-17,False,,,0,,1.0,0000000,,,,,A203282016 ,False,2018-08-17,2018-08-17,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783097,
735,PM   ,Registre De Commerce,B15136962017 ,NUMÉRO INTROUVABLE,2018-08-17,1520686V            ,XF715,SH715,2018-08-17,False,,,0,,1.0,0000000,,,,,B15136962017 ,False,2018-08-17,2018-08-17,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783098,
